Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
16929,5.76,81,1.270820758,0.032986111,0.832280354,-0.321212121
16930,5.81,79.53,1.271627319,0.04130809,0.943088759,-0.442424242
16931,4.85,87.2,1.271443543,0.051546392,0.750131862,-0.690909091
16932,4.31,93.6,1.269372585,0.064965197,0.268074662,3.696969697
16933,4.68,96.7,1.268080542,0.064102564,0.198456023,4.76969697
16934,4.08,103.4,1.267799747,0.120098039,0,4.036363636
16935,5.14,94.5,1.26762625,0.060311284,0.15664707,5.212121212
16936,4.96,102.5,1.265873451,0.14516129,0.119598206,11.99393939
16937,4.37,108.5,1.26630451,0.297482838,-0.050256218,8.375757576
16938,4.83,99.2,1.265708483,0.082815735,0.402220544,5.478787879
16939,4.42,96.5,1.265108283,0.104072398,0.300915618,5.23030303
16940,4.5,93.3,1.265868729,0.064444444,-0.087118227,1.527272727
16941,4.62,88,1.266668941,0.060606061,0.331214025,-0.145454545
16942,5.75,82.6,1.26587907,0.111304348,0.564305916,0.6
16943,5.53,92.9,1.265568852,0.137432188,0.333051563,-0.436363636
16944,5.23,78.2,1.267046528,0.053537285,0.519135873,-0.363636364
16945,5.15,79,1.268455558,0.05631068,0.634699182,0.563636364
16946,3.98,99.7,1.268325801,0.113065327,0.114521757,-0.315151515
16947,4.52,95,1.267492242,0.075221239,0.095389507,3.696969697
16948,4.64,97.5,1.267168431,0.066810345,0.123023136,3.157575758
16949,5.01,92.1,1.26738191,0.129740519,0.175208511,-1.048484848
16950,5.4,92.8,1.267275163,0.114814815,0.162080981,-0.424242424
16951,6.46,91.4,1.267350329,0.06501548,0.105625132,-0.327272727
16952,6.58,86.9,1.268434366,0.034954407,0.208669756,1.672727273
16953,6.32,89.2,1.269615486,0.049050633,0.337138464,1.593939394
16954,6.5,92.3,1.267916336,0.063076923,0.287833996,5.357575758
16955,5.29,98.7,1.267666045,0.283553875,0.00841376,1.551515152
16956,4.4,105.4,1.267785778,0.220454545,-0.220865561,4.054545455
16957,4.84,100.7,1.266969132,0.123966942,-0.159359718,6.781818182
16958,3.89,106.5,1.267080546,0.174807198,-0.48075706,4.418181818
16959,4.46,99,1.267604017,0.208520179,-0.024763133,9.248484848
16960,5.8,95,1.267839302,0.056896552,0.130118105,17.44242424
16961,6.47,94.7,1.267123046,0.100463679,0.174934174,26.80606061
16962,7.57,94.4,1.266244073,0.058124174,0.186613519,31.44242424
16963,4.69,108.3,1.266312295,0.466950959,-0.088210904,17.52121212
16964,4.14,131.9,1.264310724,0.29468599,-0.089386998,7.745454545
16965,4.4,136.4,1.263481357,0.211363636,-0.103561111,7.763636364
16966,3.62,134.4,1.263919368,0.196132597,-0.281982941,9.054545455
16967,4.79,142.8,1.263787364,0.108559499,0.133791923,6.975757576
16968,4.95,151.7,1.263608699,0.113131313,0.177419356,8.642424242
16969,4.88,154.3,1.263550891,0.088114754,0.160413254,7.690909091
16970,5.27,154.1,1.263195312,0.081593928,0.161694792,5.696969697
16971,4.39,157,1.262777024,0.118451025,0.16266565,7.151515152
16972,4.29,159.6,1.262825278,0.097902098,0.127875886,6.424242424
16973,4.85,165,1.262884822,0.078350515,0.251912285,6.793939394
16974,5.03,161,1.262149413,0.061630219,0.136594058,10.23030303
16975,4.45,156.1,1.262554801,0.092134831,0.160391265,4.539393939
16976,3.99,149.9,1.260868786,0.097744361,0.022380341,0.763636364
16977,3.57,98.6,1.260030464,0.134453782,0.037648868,-0.721212121
16978,5.65,81.8,1.261179145,0.046017699,0.904566152,-0.357575758
16979,5.92,84,1.260884324,0.023648649,0.794402188,-1.2
16980,5.74,83.6,1.260990582,0.027874564,0.75824403,-0.757575758
16981,5.62,80.4,1.260876337,0.03024911,0.794516752,1.018181818
16982,5.81,82,1.260607382,0.027538726,0.720780372,4.448484848
16983,5.8,83,1.260670001,0.043103448,0.722248912,7.290909091
16984,5.69,82.1,1.260742463,0.036906854,0.885070943,6.648484848
16985,5.81,77.11,1.260436708,0.04130809,0.758112848,1.187878788
16986,5.71,72.64,1.260625194,0.043782837,0.624790079,6.151515152
16987,6.03,66.41,1.26055275,0.048092869,0.465469216,16.15151515
16988,6.23,64.69,1.260607382,0.046548957,0.475246274,24.89090909
16989,6.38,64.57,1.261017651,0.040752351,0.449995093,23.19393939
16990,6.81,66.96,1.260549017,0.041116006,0.540128667,27.39393939
16991,6.88,68.93,1.260985126,0.047965116,0.613328822,23.61818182
16992,6.69,65.33,1.260777469,0.043348281,0.53839462,26.9030303
16993,6.55,65.39,1.260936603,0.048854962,0.512674168,30.38787879
16994,6.2,65.03,1.261017109,0.046774194,0.550053355,30.43030303
16995,6.07,65.31,1.261107434,0.034596376,0.502983964,19.15151515
16996,5.84,63.67,1.261136341,0.042808219,0.510919411,16.02424242
16997,5.76,61.79,1.261178157,0.034722222,0.518912331,12.48484848
16998,5.45,58.18,1.261157248,0.080733945,0.583994424,7.084848485
16999,5.13,58.73,1.261110531,0.066276803,0.536070071,8.266666667
17000,5.88,59.56,1.260878249,0.052721088,0.633976967,14.66666667
17001,5.63,57.72,1.261010385,0.065719361,0.487776454,12.56969697
17002,5.96,58.09,1.260878249,0.05033557,0.476172634,12.10909091
17003,5.62,269.2,1.260857353,0.037366548,0.444857651,9.103030303
17004,5.52,60.1,1.260647825,0.03442029,0.524001062,10.53939394
17005,5.18,41.91,1.260606056,0.034749035,0.535676411,5.963636364
17006,7.88,323.1,1.268331259,0.07106599,0.124641818,49.96969697
17007,8.44,322.1,1.267999636,0.053317536,0.160969826,57.45454545
17008,8.36,324,1.267446237,0.045454545,0.223427395,58.88484848
17009,8.64,323.2,1.267085456,0.074074074,0.224338948,56.12121212
17010,8.9,325.1,1.266933432,0.060674157,0.222965264,62.02424242
17011,8.36,329.2,1.266404311,0.065789474,0.174032408,56.86666667
17012,8.55,327,1.265966141,0.060818713,0.156034282,59.2
17013,9.14,322.9,1.265960124,0.062363239,0.16648105,69.12121212
17014,9.59,323.9,1.266121372,0.050052138,0.206153915,71.44848485
17015,9.54,326.3,1.265491409,0.047169811,0.220103692,73.2969697
17016,9.53,327,1.264780907,0.044071354,0.222921834,78.33333333
17017,9.32,326.3,1.264412985,0.055793991,0.186349865,73.39393939
17018,10,325.7,1.264168431,0.043,0.224179685,79.68484848
17019,9.64,325.5,1.26344631,0.046680498,0.207562179,78.96969697
17020,9.98,324.6,1.263121129,0.044088176,0.232052442,84.67878788
17021,9.67,323.9,1.263159943,0.047569804,0.229695339,83.81818182
17022,9.74,323.5,1.262409792,0.046201232,0.250817061,79.41818182
17023,9.39,323.1,1.262603749,0.045793397,0.234292797,74.67878788
17024,9.57,323.5,1.26264254,0.047021944,0.255538845,76.38787879
17025,9.4,324,1.26223382,0.045744681,0.234029945,78.05454545
17026,9.48,321.7,1.262106257,0.055907173,0.221568593,83.07878788
17027,9.77,326.4,1.261986768,0.06345957,0.24745897,84.40606061
17028,10.2,328,1.262186987,0.054901961,0.209964378,89.03030303
17029,10.16,328.6,1.261536588,0.068897638,0.218055028,89.10909091
17030,10.09,327.6,1.261660884,0.060455897,0.219645111,87.87272727
17031,10.34,327,1.261035123,0.051257253,0.247436849,91.73939394
17032,10.41,328.8,1.261354392,0.04610951,0.243295478,92.23030303
17033,10.05,330.1,1.26107877,0.049751244,0.22545139,88.47272727
17034,10.51,328,1.261252855,0.039961941,0.262151644,94.92727273
17035,10.63,326.3,1.261283585,0.040451552,0.284992367,97.28484848
17036,10.69,326.7,1.260917647,0.049579046,0.252809832,97.21818182
17037,10.83,328.2,1.260666211,0.039704524,0.244766615,99.29090909
17038,10.93,329.6,1.260738745,0.04757548,0.249210543,99.90909091
17039,10.81,327.4,1.260842019,0.039777983,0.272953423,99.40606061
17040,10.46,327,1.260882579,0.049713193,0.280282408,93.58787879
17041,10.08,326.4,1.261520931,0.048611111,0.309231778,89.53333333
17042,10.37,327.4,1.26112422,0.049180328,0.307339731,90.51515152
17043,10.54,326.3,1.260826033,0.046489564,0.287590418,96.46666667
17044,10.81,327.7,1.260359025,0.04440333,0.317543797,97.56363636
17045,10.61,325.7,1.260478208,0.053722903,0.290332231,97.83030303
17046,10.62,326.5,1.260784233,0.079096045,0.306786221,96.39393939
17047,10.65,326.8,1.260457327,0.067605634,0.33234623,94.15151515
17048,10.37,325.7,1.260972935,0.046287367,0.314731518,93.20606061
17049,10.72,325.6,1.261151844,0.060634328,0.308475859,100.7636364
17050,11.02,326.8,1.260798982,0.058076225,0.313368024,100.0666667
17051,11.44,326,1.260454278,0.047202797,0.323392973,101.4181818
17052,11.53,327.9,1.260280466,0.047701648,0.296328749,101.3272727
17053,11.39,327,1.260596212,0.050921861,0.309176187,101.4242424
17054,11.2,327.8,1.261208383,0.050892857,0.267332369,100.7757576
17055,11.25,328.4,1.261832285,0.058666667,0.279464521,100.1636364
17056,11,329.8,1.261551649,0.046363636,0.277073996,100.0424242
17057,10.73,331.5,1.261837166,0.050326188,0.270438665,98.92121212
17058,10.72,332,1.261951692,0.058768657,0.249740812,97.98787879
17059,10.84,330.6,1.261793537,0.058118081,0.295433335,99.01818182
17060,11.24,331.3,1.262306669,0.047153025,0.259647915,100.9030303
17061,10.32,330.7,1.262907604,0.055232558,0.26000954,95.19393939
17062,10.77,331.8,1.262245242,0.04363974,0.28338492,97.57575758
17063,10.68,332.8,1.262416449,0.047752809,0.290669583,98.46666667
17064,10.87,332.2,1.26302561,0.047838086,0.262134141,100.2060606
17065,10.47,328.4,1.263027206,0.046800382,0.292062478,92.18181818
17066,10.23,328.5,1.263032048,0.049853372,0.321872053,90.75151515
17067,10.12,329.9,1.262644239,0.046442688,0.307920736,91.2
17068,10.43,330.7,1.262831651,0.048897411,0.310336948,97.03636364
17069,10.27,332.3,1.262860738,0.064264849,0.343125186,93.34545455
17070,10.59,331.7,1.263192134,0.050047214,0.322220476,98.11515152
17071,11.31,332,1.262550466,0.049513705,0.32058088,101.3393939
17072,11.87,332.1,1.262447041,0.053917439,0.270294875,101.4545455
17073,11.74,329.8,1.262831647,0.050255537,0.256426252,101.3454545
17074,11.48,328.9,1.263177622,0.043554007,0.306577056,101.430303
17075,11.25,328.8,1.263245554,0.043555556,0.295194086,101.5030303
17076,11.1,329,1.263061218,0.046846847,0.285767262,101.4
17077,10.91,328,1.262447041,0.054995417,0.323819144,100.8666667
17078,10.89,327.8,1.262736277,0.043158861,0.289331231,101.3939394
17079,10.82,329.6,1.262744356,0.044362292,0.321969481,100.3575758
17080,10.7,330.3,1.262906013,0.042056075,0.311481629,98.12727273
17081,10.46,331.8,1.262411457,0.039196941,0.341342605,92.01818182
17082,10.58,332.5,1.262560098,0.040642722,0.315277445,92.44848485
17083,10.31,334.4,1.262351679,0.065955383,0.272421637,90.09090909
17084,10.32,335.2,1.261633296,0.069767442,0.267280349,92.83636364
17085,10.46,335,1.261586507,0.059273423,0.273066711,93.90909091
17086,10.66,336.4,1.261313859,0.069418386,0.265272701,94.41212121
17087,10.11,337.8,1.261783456,0.080118694,0.250938281,79.4969697
17088,10.49,338.2,1.261739807,0.06577693,0.234265232,80.5030303
17089,9.75,342.4,1.261364189,0.061538462,0.237830168,71.59393939
17090,9.76,345,1.261696496,0.0625,0.242644285,51.53333333
17091,9.48,346.1,1.261677293,0.068565401,0.258111393,46.05454545
17092,9.6,344.9,1.261720926,0.06875,0.244337295,44.80606061
17093,9.34,341.7,1.262193741,0.055674518,0.278333251,53.13939394
17094,9.39,341.3,1.262552202,0.048988285,0.268731162,54.88484848
17095,9.3,343.1,1.262978692,0.05483871,0.258043477,51.43030303
17096,9.2,342.3,1.263319753,0.04673913,0.285594107,50.95151515
17097,9.25,341.9,1.263562349,0.041081081,0.303131421,54.80606061
17098,9.53,341.2,1.263522009,0.047219307,0.254061083,67.18787879
17099,9.8,341.4,1.263908854,0.046938776,0.251729083,66.91515152
17100,9.69,336.9,1.264296015,0.052631579,0.26506432,79.6
17101,9.9,339.1,1.264983362,0.058585859,0.299811497,79.96969697
17102,10.36,340.2,1.265517326,0.045366795,0.317530067,86.13939394
17103,10.4,342,1.26621088,0.048076923,0.296603944,75.96969697
17104,10.47,341.4,1.266540855,0.042979943,0.275189244,77.26666667
17105,9.88,339.3,1.267201323,0.046558704,0.24957185,81.05454545
17106,10.47,342,1.266823828,0.041069723,0.287228461,76.97575758
17107,9.73,340.5,1.267331084,0.04008222,0.26133788,75.15151515
17108,9.36,340.8,1.268148104,0.041666667,0.256290132,67.74545455
17109,9.69,341.6,1.268707151,0.04127967,0.296276498,69.6969697
17110,9.8,343.2,1.268371467,0.046938776,0.303089292,59.46666667
17111,9.62,342.4,1.268746115,0.044698545,0.306521642,56.39393939
17112,9.39,340.8,1.269125569,0.041533546,0.298294249,69.04848485
17113,9.39,338,1.269254569,0.045793397,0.336498165,76.48484848
17114,9.7,336.4,1.269146914,0.055670103,0.280307245,80.5030303
17115,9.58,335.1,1.26921187,0.058455115,0.273538004,80.62424242
17116,9.52,335.9,1.269195158,0.071428571,0.259582586,75.96363636
17117,10.07,336.6,1.269866456,0.057596822,0.227422414,89.66060606
17118,9.76,335.6,1.27017299,0.06147541,0.247727193,83.4
17119,9.58,339.8,1.270776435,0.057411273,0.278789141,74.01212121
17120,9.41,341.9,1.270712151,0.047821467,0.316589221,64.09090909
17121,9.33,339.6,1.270811606,0.064308682,0.292186965,70.23636364
17122,9.72,340.1,1.270859048,0.067901235,0.282285974,68.27878788
17123,9.51,340.9,1.271312876,0.064143007,0.294269493,64.06060606
17124,9.51,337.4,1.27147287,0.062039958,0.294269493,74.41212121
17125,9.59,333.5,1.271468974,0.045881126,0.262781619,79.43636364
17126,9.58,330.9,1.271741516,0.053235908,0.299918718,71.68484848
17127,10.5,331.6,1.27197902,0.047619048,0.281544699,88.65454545
17128,10.81,332.8,1.27172459,0.038852914,0.268311352,98.81818182
17129,10.8,331.5,1.271474849,0.032407407,0.282545479,100.9151515
17130,10.65,330.1,1.271712847,0.044131455,0.284421393,98.87878788
17131,10.8,328.2,1.271998373,0.04537037,0.277879027,97.07272727
17132,10.91,326.5,1.271489826,0.051329056,0.312072792,97.34545455
17133,10.65,326.1,1.271382605,0.067605634,0.249144366,92.44242424
17134,10.73,323.9,1.27163283,0.082945014,0.233340015,94.68484848
17135,10.67,326.3,1.271296857,0.070290534,0.25564623,92.39393939
17136,11.43,324.4,1.27128774,0.050743657,0.235541941,101.4242424
17137,11.62,327.2,1.27043614,0.049053356,0.285164107,100.7272727
17138,11.26,325.5,1.27013611,0.048845471,0.252518292,101.4545455
17139,11.17,323.5,1.269462708,0.047448523,0.252445083,98.82424242
17140,10.47,323.4,1.270479713,0.05730659,0.260827793,92.22424242
17141,10.18,326,1.271888665,0.077603143,0.212797082,89.72121212
17142,9.72,323.2,1.27131139,0.050411523,0.256487425,79.87878788
17143,10.29,320,1.272130359,0.044703596,0.234269806,86.89090909
17144,10.69,317.9,1.272513971,0.048643592,0.211290304,92.18787879
17145,9.74,319.5,1.273109906,0.060574949,0.175513915,82.33939394
17146,10.23,318.7,1.27386169,0.055718475,0.162106932,89.53939394
17147,10.25,315.3,1.274722786,0.057560976,0.211272468,85.61212121
17148,9.98,315.9,1.275030335,0.054108216,0.188017805,88.38787879
17149,9.81,316.2,1.275988656,0.063200815,0.193889895,81.35151515
17150,9.59,314.4,1.276879014,0.053180396,0.190957299,76.65454545
17151,9.7,315.4,1.27617061,0.063917526,0.186205581,77.8969697
17152,9.74,316.1,1.277183277,0.05338809,0.15830452,82.9030303
17153,9.35,314,1.276548336,0.069518717,0.157495323,74.62424242
17154,9.68,315.3,1.276248229,0.055785124,0.142131422,83.98181818
17155,9.38,315.4,1.275948282,0.075692964,0.09927585,78.83636364
17156,9.09,312.9,1.275387941,0.084708471,0.141238128,71.21212121
17157,10.17,313.1,1.275188123,0.071779744,0.139717716,85.22424242
17158,10.05,312.1,1.275105697,0.054726368,0.167502972,84.46666667
17159,10.51,315.6,1.274936446,0.046622265,0.150834988,82.00606061
17160,10.34,315.5,1.275435691,0.056092843,0.190539906,88.14545455
17161,10.29,314.5,1.275136208,0.057337221,0.243885535,91.03030303
17162,10.46,314.6,1.274754488,0.051625239,0.192886221,94.41818182
17163,10.67,312.7,1.273493913,0.046860356,0.234723971,97.35151515
17164,10.35,315.2,1.272487036,0.058937198,0.228076497,89.72121212
17165,9.88,318.7,1.2730971,0.062753036,0.199822177,84.19393939
17166,9.9,316,1.272881356,0.068686869,0.194496442,88.51515152
17167,10.2,314.8,1.272501136,0.064705882,0.260806741,89.67272727
17168,10.17,314.7,1.271866837,0.044247788,0.237186999,87.97575758
17169,10.29,314.5,1.271712098,0.055393586,0.241477697,89.83636364
17170,10.07,313.5,1.271311208,0.068520357,0.249524388,94.40606061
17171,10.51,316.2,1.27081125,0.06565176,0.300532384,92.26060606
17172,10.49,315.3,1.270118534,0.057197331,0.284236093,98.0969697
17173,10.52,315.6,1.270075808,0.066539924,0.280974114,97.44242424
17174,10.92,315.8,1.269550883,0.046703297,0.270029743,99.63636364
17175,11.33,319.6,1.268910564,0.048543689,0.319972192,101.0484848
17176,11.46,320.9,1.26779086,0.029668412,0.31160668,101.3818182
17177,11.06,319.8,1.268558714,0.037070524,0.333051563,99.29090909
17178,10.82,319.1,1.268464303,0.043438078,0.307776269,96.23636364
17179,10.92,319.9,1.26795825,0.042124542,0.311765982,98.26666667
17180,10.83,317.4,1.267744782,0.046168052,0.359906375,99.35757576
17181,9.96,314,1.268106488,0.108433735,0.336465003,90.78787879
17182,9.19,314.9,1.268665344,0.068552775,0.367113969,76.88484848
17183,8.86,316.6,1.269386667,0.098194131,0.424113753,63.91515152
17184,9.71,319.3,1.268913394,0.081359423,0.335171941,73.75757576
17185,10.39,321.1,1.268342344,0.063522618,0.353835375,83.61212121
17186,10.64,322.3,1.26863845,0.044172932,0.335109438,93.12121212
17187,10.04,321.9,1.268823599,0.047808765,0.318200288,87.87878788
17188,9.96,325.4,1.268000259,0.040160643,0.323528274,83.64848485
17189,10.36,325.6,1.267979017,0.044401544,0.28804428,92.68484848
17190,10.23,326.3,1.268271278,0.045943304,0.226082781,90.69090909
17191,10.94,326.7,1.268596875,0.049360146,0.269504889,95.52121212
17192,10.78,327.6,1.268987481,0.057513915,0.18691255,99.15757576
17193,11.03,329.7,1.269618352,0.048957389,0.219977833,98.95151515
17194,11.51,328.9,1.27009501,0.049522155,0.225255866,101.6424242
17195,10.97,330.8,1.270180448,0.055606199,0.198985946,99.04242424
17196,11.12,335.2,1.27144569,0.072841727,0.176628361,99.5030303
17197,10.81,338.2,1.272580253,0.055504163,0.229240597,94.63636364
17198,10.97,336.7,1.273072512,0.057429353,0.225721235,97.47878788
17199,10.66,335.1,1.273180621,0.055347092,0.223405345,98.84848485
17200,10.53,336.6,1.273301759,0.057929725,0.212338756,95.75151515
17201,10.88,334,1.273868277,0.056985294,0.171846652,100.3757576
17202,11.57,334.4,1.273989156,0.039757995,0.159153466,101.5212121
17203,10.41,335.2,1.274635166,0.077809798,0.113821908,94.53333333
17204,8.89,350.4,1.275441835,0.109111361,0.155213072,57.93939394
17205,9.48,347.6,1.276240203,0.061181435,0.150238563,56.9030303
17206,9.66,343.2,1.277379072,0.056935818,0.147344127,58.81818182
17207,8.9,342,1.277561858,0.080898876,0.195542322,63.18787879
17208,9.29,338.5,1.277326852,0.060279871,0.107776512,71.53939394
17209,8.91,333.8,1.277352963,0.067340067,0.173642211,59.75757576
17210,9.13,324.2,1.277561949,0.051478642,0.179821604,65.73939394
17211,9.15,320.1,1.278267796,0.030601093,0.203225537,68.21212121
17212,9.32,316.6,1.27841611,0.045064378,0.23085449,70.95151515
17213,9.61,317.2,1.279013853,0.026014568,0.285734108,75.44848485
17214,9.27,313.9,1.27886122,0.026968716,0.366495793,68.12727273
17215,8.82,314.7,1.279337185,0.038548753,0.377944564,60.36363636
17216,8.9,317.7,1.280159042,0.031460674,0.380159652,63.61818182
17217,9.03,318,1.28006283,0.026578073,0.382949215,68.24242424
17218,8.84,319.9,1.2803777,0.023755656,0.368097979,63.04848485
17219,8.85,318.5,1.280968566,0.024858757,0.400464955,61.47878788
17220,9.04,317.5,1.281862928,0.027654867,0.435657217,67.12727273
17221,9.32,315.1,1.281648952,0.028969957,0.476668177,71.37575758
17222,9.24,315.4,1.281429824,0.022727273,0.526516686,69
17223,9.44,317,1.28147383,0.028601695,0.502133352,76.13333333
17224,9.87,317,1.281070813,0.017223911,0.458273803,78.3030303
17225,9.64,316.9,1.281009101,0.017634855,0.428140273,72.55757576
17226,9.59,315.8,1.281319837,0.015641293,0.4447066,69.93939394
17227,9.52,314.6,1.281740234,0.021008403,0.485759028,70.5030303
17228,9.07,312.2,1.281801579,0.023153252,0.559627025,63.25454545
17229,9,309.7,1.282358637,0.021111111,0.583758825,64.53939394
17230,8.9,307.1,1.282919692,0.021348315,0.588018689,66.03030303
17231,9.02,310.2,1.282353325,0.032150776,0.519171563,66.17575758
17232,8.27,307.5,1.282632869,0.024183797,0.501031448,54.52121212
17233,8.25,307.4,1.283378852,0.026666667,0.536410823,54.37575758
17234,8.44,308.5,1.283721379,0.028436019,0.559731552,61.01818182
17235,9.12,310.6,1.282851617,0.020833333,0.568689877,64.2969697
17236,8.37,310.4,1.282684117,0.031063321,0.571917377,51.87272727
17237,7.91,310.4,1.283197363,0.022756005,0.526759377,43.83636364
17238,7.5,308.3,1.283197363,0.022666667,0.521719868,37.92727273
17239,7.41,311.7,1.2830304,0.020242915,0.498652801,35.61212121
17240,7.53,310.4,1.283315389,0.022576361,0.489761304,38.39393939
17241,7.32,308.2,1.283253303,0.024590164,0.415929156,34.27878788
17242,7.3,308.8,1.284350437,0.023287671,0.469187132,34.58181818
17243,7.08,310.3,1.284803144,0.031073446,0.408746114,32.43636364
17244,7.69,309,1.285353001,0.028608583,0.499990094,40.86666667
17245,7.91,311.3,1.285041118,0.021491783,0.422457115,44.29090909
17246,8.41,307.2,1.285133887,0.038049941,0.423543736,55.35151515
17247,8.49,305.7,1.28553459,0.03180212,0.435005881,56.56969697
17248,8.73,307.3,1.286350879,0.04467354,0.331405819,58.14545455
17249,8.3,309.6,1.286535907,0.060240964,0.228090823,54.26060606
17250,8.16,310.7,1.286469158,0.050245098,0.312213495,51.76363636
17251,7.95,312.6,1.286552045,0.055345912,0.337287688,46.87272727
17252,7.68,312.4,1.286894806,0.048177083,0.377384848,43.86666667
17253,7.24,313.6,1.286736027,0.046961326,0.34803592,39.71515152
17254,6.89,313.5,1.286917071,0.063860668,0.363458595,27.6969697
17255,6.12,315.3,1.287756167,0.065359477,0.361846087,27.06060606
17256,6.38,315.7,1.287606337,0.068965517,0.370432636,23.54545455
17257,6.48,316,1.287892867,0.049382716,0.364220465,24.69090909
17258,6.12,318.1,1.287940296,0.047385621,0.286258186,23.73939394
17259,6.19,316.8,1.287927144,0.071082391,0.332260141,23.52727273
17260,5.57,316.9,1.288041531,0.052064632,0.262121756,18.86666667
17261,5.72,320.9,1.288236077,0.055944056,0.250486784,19.26666667
17262,5.78,321,1.288497727,0.069204152,0.226357295,19.48484848
17263,5.49,320.1,1.288328159,0.078324226,0.26162322,14.95151515
17264,5.49,314.5,1.288875358,0.067395264,0.234479541,14.56363636
17265,5.35,312.3,1.289021422,0.08411215,0.168126725,13.42424242
17266,5.2,314.9,1.289343912,0.055769231,0.182425658,12.03030303
17267,4.92,313.8,1.289630953,0.06097561,0.068774226,8.363636364
17268,4.4,306.7,1.289846917,0.084090909,0.113934208,5.581818182
17269,4.59,300.5,1.289052982,0.08496732,0.093903574,-0.006060606
17270,3.63,229,1.287237837,0.126721763,-0.198874383,-0.387878788
17271,4.06,236.8,1.286410388,0.137931034,-0.096357617,0.23030303
17272,4.36,229.7,1.286275081,0.105504587,0,0.860606061
17273,4.32,222.3,1.28623266,0.092592593,-0.045800181,1.018181818
17274,4.64,221.3,1.286278104,0.092672414,-0.004781983,4.290909091
17275,4.75,238,1.28616801,0.117894737,-0.027881915,3.090909091
17276,5.06,235.8,1.287147429,0.083003953,-0.034843539,8.254545455
17277,5.42,235.1,1.28709998,0.103321033,0.058128964,16.36363636
17278,5.74,229.4,1.288218948,0.057491289,0.046929141,18.8969697
17279,5.17,235.2,1.288546395,0.106382979,0.04777023,16.08484848
17280,5.94,243.2,1.288791088,0.092592593,-0.033402585,14.81212121
17281,5.56,239.8,1.288929285,0.115107914,-0.027790551,20.64242424
17282,5.62,234,1.289431095,0.074733096,-0.023588506,14.99393939
17283,5.39,228.4,1.289978279,0.090909091,0,15.19393939
17284,5.63,226.2,1.289581525,0.108348135,-0.007876711,15.88484848
17285,5.31,228.9,1.290602813,0.097928437,0.01679577,13.32727273
17286,5.24,234.8,1.290181783,0.101145038,0.004243039,11.88484848
17287,5.47,231,1.290529075,0.118829982,0.020397114,16.61818182
17288,5.7,229.2,1.290716761,0.085964912,0.007807495,15.6969697
17289,5.89,230.5,1.291072192,0.110356537,-0.003767991,20.11515152
17290,5.58,229.1,1.292007554,0.094982079,-0.035540439,19.5030303
17291,5.06,232.6,1.29144808,0.096837945,-0.04777023,12.46666667
17292,4.87,229.5,1.291662562,0.090349076,0.013725461,10.13333333
17293,4.24,222.9,1.291511833,0.132075472,-0.132194569,4.581818182
17294,4.85,230.2,1.291666421,0.105154639,-0.067656907,13.57575758
17295,5.21,230.4,1.292125927,0.088291747,-0.021215348,12.70909091
17296,4.52,224.7,1.291703807,0.150442478,-0.02929137,8.290909091
17297,4.51,223.4,1.291824309,0.12195122,-0.06790315,3.733333333
17298,4.1,215.2,1.291577223,0.112195122,-0.02692433,0.890909091
17299,3.95,214.6,1.291337901,0.126582278,0,2.884848485
17300,5.06,206.9,1.291205842,0.09486166,-0.060622127,7.048484848
17301,5.37,219.4,1.29196522,0.081936685,-0.00825737,11.90909091
17302,5.18,213.5,1.291833101,0.11969112,-0.004283955,16.29090909
17303,5.75,211.2,1.292115587,0.071304348,-0.034497795,19.49090909
17304,5.63,209.8,1.292317238,0.062166963,-0.046846659,15.37575758
17305,5.78,211,1.292188887,0.060553633,-0.060651688,17.41212121
17306,5.36,211.1,1.292092507,0.100746269,-0.036987109,16.64242424
17307,5.49,206,1.291572097,0.083788707,0.032605797,15.7030303
17308,6.54,203.7,1.290738888,0.062691131,0.09364886,24.07272727
17309,7.53,204.4,1.290363622,0.038512616,0.174845385,35.55151515
17310,7.27,198,1.290415519,0.031636864,0.151721897,27.97575758
17311,6.99,192.6,1.290464462,0.068669528,0.090807451,25.27878788
17312,7.22,194.1,1.290615213,0.06232687,0.084658393,28.50909091
17313,6.9,191.8,1.290902028,0.105797101,0.112240551,31.43030303
17314,6.25,189.7,1.290358233,0.1392,0.146911718,37.76363636
17315,6.9,190.5,1.290171866,0.124637681,0.244786528,45.95757576
17316,8.09,191.7,1.290379792,0.067985167,0.192024615,51.64242424
17317,7.8,186.8,1.289893455,0.130769231,0.265898929,53.53939394
17318,7.59,184.4,1.289849896,0.11198946,-0.066310299,53.66666667
17319,8.94,191.4,1.290679546,0.08836689,0.381253144,59.6969697
17320,10.02,194.5,1.290232487,0.025948104,0.226161953,68.2969697
17321,10.09,193.6,1.289494595,0.021803766,0.380893579,66.47878788
17322,9.93,192.6,1.289795951,0.025176234,0.345388646,65.13333333
17323,9.65,194.9,1.290903492,0.021761658,0.164787924,64.61818182
17324,9.34,192.9,1.293888301,0.047109208,0.14748093,52.75757576
17325,9.04,192.7,1.29742654,0.056415929,0.27981875,54.83636364
17326,8.94,198.5,1.297789991,0.033557047,0.178414505,57.55757576
17327,8.61,199.5,1.29657251,0.042973287,0.182743447,53.63030303
17328,7.6,197.4,1.295296253,0.065789474,0.289933578,49.32727273
17329,7.66,192.3,1.295326888,0.053524804,0.368167668,55.72727273
